[28-Sep-2012 00:41:19] PHP Strict Standards:  Non-static method API::getGames() should not be called statically, assuming $this from incompatible context in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 17
[28-Sep-2012 00:41:33] PHP Strict Standards:  Non-static method API::getGames() should not be called statically, assuming $this from incompatible context in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 17
[28-Sep-2012 00:41:54] PHP Strict Standards:  Non-static method API::getGames() should not be called statically, assuming $this from incompatible context in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 17
[28-Sep-2012 00:43:52] PHP Fatal error:  Access to undeclared static property: API::$API_KEY in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 14
[28-Sep-2012 00:44:04] PHP Fatal error:  Access to undeclared static property: API::$API_KEY in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 14
[28-Sep-2012 00:44:24] PHP Parse error:  syntax error, unexpected T_CONST, expecting T_VARIABLE in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 4
[28-Sep-2012 00:44:34] PHP Notice:  Use of undefined constant API_KEY - assumed 'API_KEY' in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 14
[28-Sep-2012 00:44:58] PHP Fatal error:  Using $this when not in object context in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:45:06] PHP Strict Standards:  Non-static method API::connectToSoapServer() should not be called statically in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:45:57] PHP Strict Standards:  Non-static method API::connectToSoapServer() should not be called statically in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:46:03] PHP Strict Standards:  Non-static method API::connectToSoapServer() should not be called statically in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:46:14] PHP Fatal error:  Call to undefined function connectToSoapServer() in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:46:28] PHP Parse error:  syntax error, unexpected T_PRIVATE in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 22
[28-Sep-2012 00:48:25] PHP Strict Standards:  Non-static method API::connectToSoapServer() should not be called statically in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 11
[28-Sep-2012 00:53:12] PHP Warning:  Missing argument 1 for API::addNewGame(), called in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 21 and defined in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 15
[28-Sep-2012 00:53:12] PHP Notice:  Undefined variable: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 17
[28-Sep-2012 01:11:03] PHP Parse error:  syntax error, unexpected T_DEFAULT in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 31
[28-Sep-2012 18:19:12] PHP Warning:  Missing argument 1 for API::search(), called in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 7 and defined in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\models\API.model.php on line 83
[28-Sep-2012 22:09:35] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:09:45] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:09:50] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:09:54] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:09:57] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:10:17] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:10:39] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:10:43] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:11:14] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:12:15] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:13:24] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
[28-Sep-2012 22:13:54] PHP Notice:  Undefined index: gameTitle in C:\Users\banderso\Desktop\PROJECTS\php-code-challenge\xbox\application\views\scripts\api\index.phtml on line 34
